rank,tp,sl,atr_min,atr_max,f3_net,f3_n,f3_wr,f3_pf
1,1.8,6.0,50.0,200.0,560,24,50.0,1.57
2,1.8,6.0,50.0,200.0,560,24,50.0,1.57
3,1.8,6.0,50.0,200.0,560,24,50.0,1.57
