rank,tp,sl,atr_min,atr_max,f3_net,f3_n,f3_wr,f3_pf
1,2.5,8.0,50.0,200.0,1225,26,50.0,1.81
2,2.5,8.0,50.0,200.0,1225,26,50.0,1.81
3,2.5,8.0,50.0,200.0,1005,26,50.0,1.72
