rank,tp,sl,atr_min,atr_max,f3_net,f3_n,f3_wr,f3_pf
1,2.5,8.0,50.0,200.0,-1710,13,30.8,0.27
2,2.5,8.0,50.0,200.0,-1710,13,30.8,0.27
3,2.5,8.0,50.0,200.0,-1710,13,30.8,0.27
