rank,tp,sl,atr_min,atr_max,f3_net,f3_n,f3_wr,f3_pf
1,3.5,8.0,50.0,200.0,8575,163,50.9,2.04
2,3.5,8.0,50.0,200.0,8585,163,50.9,2.04
3,3.5,8.0,50.0,200.0,8585,163,50.9,2.04
