rank,tp,sl,atr_min,atr_max,f3_net,f3_n,f3_wr,f3_pf
1,2.5,8.0,50.0,200.0,6855,176,53.4,1.89
2,2.5,8.0,50.0,200.0,6200,172,53.5,1.87
3,2.5,8.0,50.0,200.0,6845,176,53.4,1.89
