rank,tp,sl,atr_min,atr_max,f3_net,f3_n,f3_wr,f3_pf
1,1.8,5.0,50.0,200.0,-815,15,40.0,0.8
2,1.8,5.0,50.0,200.0,-815,15,40.0,0.8
3,1.8,5.0,50.0,200.0,-720,15,40.0,0.85
