entry_dt,exit_dt,direction,pnl,hit_type,candles_held,mfe,mae,atr,tp,sl,be_triggered,book_imbalance
2026-03-30 18:20:00,2026-03-31 09:00:00,SELL,-200,SL,1,0.0,2845.0,177.14285714285714,620,200,False,0.0
2026-04-01 14:50:00,2026-04-01 14:55:00,SELL,-65,SL,1,270.0,80.0,179.28571428571428,628,200,True,0.0
2026-04-01 15:00:00,2026-04-01 15:15:00,SELL,660,TP,3,870.0,0.0,187.5,656,200,True,0.0
2026-04-01 17:55:00,2026-04-01 18:05:00,SELL,-200,SL,2,90.0,200.0,198.92857142857142,696,200,False,0.0
2026-04-01 18:05:00,2026-04-01 18:10:00,SELL,-200,SL,1,0.0,200.0,178.92857142857142,626,200,False,0.0
2026-04-02 17:45:00,2026-04-06 09:00:00,SELL,-200,SL,8,190.0,910.0,198.92857142857142,696,200,False,0.0
2026-04-02 17:55:00,2026-04-02 18:20:00,SELL,-200,SL,5,110.0,200.0,178.21428571428572,624,200,False,0.0
2026-04-02 18:10:00,2026-04-06 09:00:00,SELL,-200,SL,3,15.0,975.0,175.35714285714286,614,200,False,0.0
2026-04-02 18:20:00,2026-04-06 09:00:00,SELL,-200,SL,1,0.0,910.0,165.71428571428572,580,200,False,0.0
2026-04-06 16:25:00,2026-04-06 16:30:00,SELL,-200,SL,1,0.0,200.0,183.57142857142858,642,200,False,0.0
2026-04-06 17:45:00,2026-04-07 09:00:00,SELL,850,TP,8,880.0,115.0,150.71428571428572,528,200,True,0.0
2026-04-06 17:55:00,2026-04-07 09:00:00,SELL,815,TP,6,845.0,150.0,142.85714285714286,500,200,True,0.0
2026-04-06 18:05:00,2026-04-06 18:10:00,SELL,-200,SL,1,0.0,220.0,141.07142857142858,494,200,False,0.0
2026-04-06 18:20:00,2026-04-07 09:00:00,SELL,855,TP,1,885.0,0.0,138.92857142857142,486,200,True,0.0
2026-04-07 15:50:00,2026-04-07 16:15:00,SELL,20,SL,5,490.0,625.0,186.78571428571428,654,200,True,0.0
2026-04-07 16:00:00,2026-04-07 16:05:00,SELL,-20,SL,1,230.0,180.0,192.5,674,200,True,0.0
2026-04-08 17:50:00,2026-04-08 17:55:00,SELL,-200,SL,1,0.0,235.0,156.07142857142858,546,200,False,0.0
2026-04-08 18:20:00,2026-04-09 09:00:00,SELL,590,TP,1,680.0,300.0,159.28571428571428,558,200,True,0.0
2026-04-10 14:10:00,2026-04-10 14:45:00,SELL,-200,SL,7,165.0,205.0,190.35714285714286,666,200,False,0.0
2026-04-10 14:20:00,2026-04-10 14:45:00,SELL,-200,SL,5,155.0,215.0,191.07142857142858,669,200,False,0.0
2026-04-10 14:30:00,2026-04-10 14:40:00,SELL,-200,SL,2,0.0,215.0,182.85714285714286,640,200,False,0.0
2026-04-10 14:40:00,2026-04-10 14:55:00,SELL,-200,SL,3,5.0,215.0,180.0,630,200,False,0.0
2026-04-14 15:25:00,2026-04-14 15:30:00,SELL,-200,SL,1,0.0,230.0,174.64285714285714,611,200,False,0.0
2026-04-14 15:35:00,2026-04-14 16:00:00,SELL,-200,SL,5,120.0,375.0,170.0,595,200,False,0.0
2026-04-14 15:45:00,2026-04-14 16:00:00,SELL,-200,SL,3,55.0,415.0,168.92857142857142,591,200,False,0.0
2026-04-14 15:55:00,2026-04-14 16:00:00,SELL,-200,SL,1,0.0,335.0,172.14285714285714,602,200,False,0.0
2026-04-14 17:15:00,2026-04-14 17:30:00,SELL,5,SL,3,245.0,95.0,159.64285714285714,559,200,True,0.0
2026-04-14 17:25:00,2026-04-14 17:30:00,SELL,15,SL,1,260.0,0.0,151.78571428571428,531,200,True,0.0
2026-04-14 17:35:00,2026-04-15 09:00:00,SELL,10,SL,10,670.0,150.0,144.64285714285714,506,200,True,0.0
2026-04-14 17:45:00,2026-04-15 09:00:00,SELL,475,TP,8,745.0,75.0,135.35714285714286,474,200,True,0.0
2026-04-14 17:55:00,2026-04-15 09:00:00,SELL,465,TP,6,765.0,55.0,130.35714285714286,456,200,True,0.0
2026-04-14 18:05:00,2026-04-15 09:00:00,SELL,10,SL,4,655.0,165.0,130.35714285714286,456,200,True,0.0
2026-04-14 18:15:00,2026-04-15 09:00:00,SELL,425,TP,2,755.0,20.0,118.57142857142857,415,200,True,0.0
2026-04-15 09:00:00,2026-04-15 09:05:00,SELL,510,TP,1,845.0,0.0,122.14285714285714,428,200,True,0.0
2026-04-15 12:55:00,2026-04-15 13:40:00,SELL,205,TP,9,415.0,175.0,193.21428571428572,676,200,True,0.0
2026-04-15 13:45:00,2026-04-15 14:00:00,SELL,-200,SL,3,110.0,225.0,165.71428571428572,580,200,False,0.0
2026-04-15 14:05:00,2026-04-15 14:55:00,SELL,-200,SL,10,155.0,245.0,167.5,586,200,False,0.0
2026-04-15 14:15:00,2026-04-15 14:55:00,SELL,-200,SL,8,185.0,215.0,169.64285714285714,594,200,False,0.0
2026-04-15 14:30:00,2026-04-15 14:45:00,SELL,-15,SL,3,250.0,45.0,172.5,604,200,True,0.0
2026-04-15 14:40:00,2026-04-15 14:45:00,SELL,-60,SL,1,205.0,80.0,173.92857142857142,609,200,True,0.0
2026-04-16 14:05:00,2026-04-16 14:10:00,SELL,15,SL,1,315.0,0.0,183.57142857142858,642,200,True,0.0
2026-04-16 14:15:00,2026-04-16 14:55:00,SELL,-55,SL,8,255.0,145.0,183.21428571428572,641,200,True,0.0
2026-04-16 14:25:00,2026-04-16 14:55:00,SELL,10,SL,6,320.0,80.0,186.42857142857142,652,200,True,0.0
2026-04-16 14:35:00,2026-04-16 14:55:00,SELL,5,SL,4,315.0,85.0,177.85714285714286,622,200,True,0.0
2026-04-16 14:45:00,2026-04-16 14:55:00,SELL,-5,SL,2,305.0,95.0,154.28571428571428,540,200,True,0.0
2026-04-16 14:55:00,2026-04-16 15:00:00,SELL,15,SL,1,230.0,50.0,150.0,525,200,True,0.0
2026-04-16 15:05:00,2026-04-16 16:15:00,SELL,205,TP,14,395.0,110.0,175.35714285714286,614,200,True,0.0
2026-04-16 15:15:00,2026-04-16 16:15:00,SELL,15,SL,12,390.0,115.0,198.21428571428572,694,200,True,0.0
2026-04-16 15:25:00,2026-04-16 15:40:00,SELL,10,SL,3,200.0,100.0,184.28571428571428,645,200,True,0.0
2026-04-16 15:35:00,2026-04-16 16:15:00,SELL,190,TP,8,380.0,25.0,177.14285714285714,620,200,True,0.0
2026-04-16 15:45:00,2026-04-16 16:00:00,SELL,25,SL,3,225.0,10.0,185.35714285714286,649,200,True,0.0
2026-04-16 16:00:00,2026-04-16 16:15:00,SELL,-200,SL,3,10.0,280.0,179.64285714285714,629,200,False,0.0
2026-04-16 16:10:00,2026-04-16 16:40:00,SELL,-200,SL,6,75.0,235.0,163.92857142857142,574,200,False,0.0
2026-04-16 17:35:00,2026-04-17 09:00:00,SELL,-200,SL,10,195.0,820.0,115.0,402,200,False,0.0
2026-04-16 18:05:00,2026-04-17 09:00:00,SELL,-200,SL,4,180.0,835.0,91.78571428571429,321,200,False,0.0
2026-04-16 18:20:00,2026-04-17 09:00:00,SELL,-200,SL,1,0.0,905.0,83.21428571428571,291,200,False,0.0
2026-04-17 14:25:00,2026-04-17 14:50:00,SELL,-200,SL,5,35.0,245.0,199.64285714285714,699,200,False,0.0
2026-04-17 15:10:00,2026-04-17 15:50:00,SELL,660,TP,8,925.0,25.0,186.07142857142858,651,200,True,0.0
2026-04-17 15:20:00,2026-04-17 15:50:00,SELL,615,TP,6,865.0,85.0,175.71428571428572,615,200,True,0.0
2026-04-17 15:30:00,2026-04-17 15:50:00,SELL,565,TP,4,900.0,30.0,161.42857142857142,565,200,True,0.0
2026-04-17 15:40:00,2026-04-17 15:50:00,SELL,475,TP,2,820.0,0.0,133.57142857142858,468,200,True,0.0
2026-04-17 15:50:00,2026-04-17 15:55:00,SELL,520,TP,1,545.0,0.0,147.5,516,200,True,0.0
2026-04-17 17:05:00,2026-04-17 17:10:00,SELL,-200,SL,1,0.0,345.0,178.21428571428572,624,200,False,0.0
2026-04-17 17:55:00,2026-04-17 18:10:00,SELL,0,SL,3,200.0,55.0,150.0,525,200,True,0.0
2026-04-17 18:05:00,2026-04-20 09:00:00,SELL,520,TP,4,575.0,70.0,147.85714285714286,518,200,True,0.0
2026-04-17 18:15:00,2026-04-20 09:00:00,SELL,15,SL,2,445.0,100.0,146.42857142857142,512,200,True,0.0
2026-04-20 09:00:00,2026-04-20 09:05:00,SELL,-200,SL,1,90.0,230.0,130.0,455,200,False,0.0
2026-04-20 14:05:00,2026-04-20 15:05:00,SELL,170,TP,12,460.0,105.0,160.71428571428572,562,200,True,0.0
2026-04-20 14:15:00,2026-04-20 15:05:00,SELL,10,SL,10,510.0,0.0,160.35714285714286,561,200,True,0.0
2026-04-20 14:25:00,2026-04-20 15:00:00,SELL,25,SL,7,330.0,10.0,161.07142857142858,564,200,True,0.0
2026-04-20 14:35:00,2026-04-20 15:00:00,SELL,-200,SL,5,40.0,295.0,167.85714285714286,588,200,False,0.0
2026-04-20 14:45:00,2026-04-20 15:05:00,SELL,-200,SL,4,155.0,340.0,165.35714285714286,579,200,False,0.0
2026-04-20 14:55:00,2026-04-20 15:05:00,SELL,-200,SL,2,30.0,355.0,163.57142857142858,572,200,False,0.0
2026-04-20 15:40:00,2026-04-20 16:30:00,SELL,175,TP,10,240.0,175.0,158.21428571428572,554,200,True,0.0
2026-04-20 15:50:00,2026-04-20 16:10:00,SELL,-200,SL,4,55.0,260.0,153.21428571428572,536,200,False,0.0
2026-04-20 16:00:00,2026-04-20 16:10:00,SELL,-200,SL,2,65.0,250.0,145.35714285714286,509,200,False,0.0
2026-04-20 16:30:00,2026-04-20 16:55:00,SELL,-200,SL,5,95.0,255.0,129.64285714285714,454,200,False,0.0
2026-04-20 16:40:00,2026-04-20 17:55:00,SELL,10,SL,15,100.0,165.0,134.28571428571428,470,200,False,0.0
2026-04-20 17:20:00,2026-04-20 18:10:00,SELL,-200,SL,10,15.0,210.0,132.85714285714286,465,200,False,0.0
2026-04-20 17:30:00,2026-04-20 18:15:00,SELL,-200,SL,9,25.0,205.0,118.21428571428571,414,200,False,0.0
2026-04-20 17:50:00,2026-04-20 18:20:00,SELL,-200,SL,6,0.0,315.0,100.71428571428571,352,200,False,0.0
2026-04-22 14:45:00,2026-04-22 14:50:00,SELL,-200,SL,1,0.0,250.0,198.21428571428572,694,200,False,0.0
2026-04-22 14:55:00,2026-04-22 15:45:00,SELL,10,SL,10,200.0,185.0,192.14285714285714,672,200,True,0.0
2026-04-22 15:05:00,2026-04-22 18:20:00,SELL,680,TP,39,740.0,100.0,190.71428571428572,668,200,True,0.0
2026-04-22 15:20:00,2026-04-22 18:20:00,SELL,680,TP,36,690.0,30.0,185.35714285714286,649,200,True,0.0
2026-04-22 15:30:00,2026-04-22 16:15:00,SELL,245,TP,9,370.0,65.0,172.5,604,200,True,0.0
2026-04-22 15:40:00,2026-04-22 16:45:00,SELL,250,TP,13,375.0,30.0,167.14285714285714,585,200,True,0.0
2026-04-22 15:50:00,2026-04-22 16:00:00,SELL,-80,SL,2,245.0,100.0,157.14285714285714,550,200,True,0.0
2026-04-22 16:00:00,2026-04-22 16:15:00,SELL,20,SL,3,250.0,30.0,147.85714285714286,518,200,True,0.0
2026-04-22 16:10:00,2026-04-22 16:50:00,SELL,-200,SL,8,115.0,225.0,155.35714285714286,544,200,False,0.0
2026-04-22 16:20:00,2026-04-22 16:45:00,SELL,25,SL,5,240.0,5.0,156.42857142857142,548,200,True,0.0
2026-04-22 16:30:00,2026-04-22 16:50:00,SELL,-200,SL,4,115.0,215.0,156.78571428571428,549,200,False,0.0
2026-04-22 16:40:00,2026-04-22 16:50:00,SELL,-200,SL,2,70.0,210.0,160.71428571428572,562,200,False,0.0
2026-04-22 16:55:00,2026-04-22 17:50:00,SELL,180,TP,11,185.0,90.0,168.57142857142858,590,200,False,0.0
2026-04-22 17:10:00,2026-04-23 09:00:00,SELL,585,TP,15,660.0,40.0,165.0,578,200,True,0.0
2026-04-22 17:25:00,2026-04-22 18:20:00,SELL,505,TP,11,505.0,40.0,143.21428571428572,501,200,True,0.0
2026-04-22 17:50:00,2026-04-22 18:20:00,SELL,365,TP,6,490.0,0.0,103.21428571428571,361,200,True,0.0
2026-04-22 18:00:00,2026-04-22 18:20:00,SELL,360,TP,4,370.0,0.0,100.35714285714286,351,200,True,0.0
2026-04-22 18:10:00,2026-04-22 18:20:00,SELL,15,SL,2,255.0,10.0,103.92857142857143,364,200,True,0.0
2026-04-22 18:20:00,2026-04-23 09:00:00,SELL,-35,SL,1,350.0,70.0,106.07142857142857,371,200,True,0.0
2026-04-23 17:10:00,2026-04-24 09:00:00,SELL,-200,SL,15,510.0,400.0,198.92857142857142,696,200,True,0.0
2026-04-23 17:20:00,2026-04-23 17:55:00,SELL,5,SL,7,220.0,40.0,172.14285714285714,602,200,True,0.0
2026-04-23 17:30:00,2026-04-24 09:00:00,SELL,-200,SL,11,390.0,520.0,167.85714285714286,588,200,True,0.0
2026-04-23 17:40:00,2026-04-24 09:00:00,SELL,-200,SL,9,400.0,510.0,158.21428571428572,554,200,True,0.0
2026-04-23 17:50:00,2026-04-24 09:00:00,SELL,-200,SL,7,380.0,530.0,136.07142857142858,476,200,True,0.0
2026-04-23 18:00:00,2026-04-24 09:00:00,SELL,-200,SL,5,355.0,555.0,135.0,472,200,True,0.0
2026-04-23 18:10:00,2026-04-24 09:00:00,SELL,-200,SL,3,175.0,735.0,128.57142857142858,450,200,False,0.0
2026-04-24 14:05:00,2026-04-24 14:15:00,SELL,25,SL,2,200.0,15.0,166.78571428571428,584,200,True,0.0
