rank,tp,sl,atr_min,atr_max,f3_net,f3_n,f3_wr,f3_pf
1,2.5,8.0,50.0,200.0,2515,104,47.1,1.63
2,2.5,8.0,50.0,200.0,2720,104,46.2,1.63
3,2.5,8.0,50.0,200.0,2720,104,46.2,1.63
