rank,tp,sl,atr_min,atr_max,f3_net,f3_n,f3_wr,f3_pf
1,2.5,8.0,50.0,200.0,4765,118,51.7,1.88
2,2.5,8.0,50.0,200.0,5940,118,50.8,1.98
3,2.5,8.0,50.0,200.0,5940,118,50.8,1.98
